# Groundwater resource supply curves for all basins - 40% extraction scenario
# Based on global hydrogeological maps and cost extraction model
# Source: Yonkofski et al. (in review) Cost and accessibility of global non-renewable groundwater resources
# Units: price in 1975USD; available in km3
basin.id,price,available,grade
1,0.002,89.0297972,grade1
1,0.022,84.12187972400001,grade2
1,0.044,28.739809700000002,grade3
1,0.066,37.199518000000005,grade4
1,0.088,39.0257055,grade5
1,0.11,5.8983235,grade6
1,0.132,56.168791000000006,grade7
1,0.154,13.2904093,grade8
1,0.176,15.01498334,grade9
1,0.198,12.8587387,grade10
1,0.22,89.3827608,grade11
1,0.44,21.7874713,grade12
1,0.66,10.518702300000001,grade13
1,0.88,11.063465500000001,grade14
1,1.1,8.3806847,grade15
1,1.32,12.638549800000002,grade16
1,1.54,2.74924792,grade17
1,1.76,0.5233358,grade18
1,1.98,3.6271956000000003,grade19
1,2.2,12.27170508,grade20
1,4.4,0.8857494399,grade21
1,6.6,0.2299247996,grade22
1,8.8,0,grade23
1,20.9,0,grade24
2,0.002,79.84729763300001,grade1
2,0.022,1042.932322095,grade2
2,0.044,1172.43058025,grade3
2,0.066,795.903685899,grade4
2,0.088,672.726813568,grade5
2,0.11,711.0555138440001,grade6
2,0.132,1359.133348804,grade7
2,0.154,970.739131701,grade8
2,0.176,949.810425203,grade9
2,0.198,834.641383851,grade10
2,0.22,2526.8159725970004,grade11
2,0.44,323.43962794500004,grade12
2,0.66,308.122644332,grade13
2,0.88,414.75605959200004,grade14
2,1.1,276.97828316600004,grade15
2,1.32,27.727824353000003,grade16
2,1.54,33.892828618,grade17
2,1.76,20.790575748000002,grade18
2,1.98,9.284130395,grade19
2,2.2,22.905158738,grade20
2,4.4,2.56956648,grade21
2,6.6,40.344792903000005,grade22
2,8.8,48.441989323,grade23
2,20.9,0.008288918000000001,grade24
3,0.002,760.4363192640001,grade1
3,0.022,662.8501170300001,grade2
3,0.044,426.19592230300003,grade3
3,0.066,394.45728047,grade4
3,0.088,336.517601523,grade5
3,0.11,180.64178612400002,grade6
3,0.132,143.986265597,grade7
3,0.154,115.50691285600001,grade8
3,0.176,74.44687044700001,grade9
3,0.198,87.24262414500001,grade10
3,0.22,686.012556495,grade11
3,0.44,153.95237304,grade12
3,0.66,76.378963393,grade13
3,0.88,100.124365409,grade14
3,1.1,94.15074624,grade15
3,1.32,20.796486078,grade16
3,1.54,1.6910656240000002,grade17
3,1.76,0.124917864,grade18
3,1.98,8.419900167,grade19
3,2.2,26.154350059000002,grade20
3,4.4,0,grade21
3,6.6,0,grade22
3,8.8,0,grade23
3,20.9,0,grade24
4,0.002,2360.223623242,grade1
4,0.022,3014.0385918230004,grade2
4,0.044,1176.208113791,grade3
4,0.066,738.26348555,grade4
4,0.088,655.805930287,grade5
4,0.11,443.332693568,grade6
4,0.132,269.276300559,grade7
4,0.154,218.67391843700003,grade8
4,0.176,267.827011846,grade9
4,0.198,261.638937691,grade10
4,0.22,1229.4488977830001,grade11
4,0.44,468.786994913,grade12
4,0.66,266.922451335,grade13
4,0.88,196.482243941,grade14
4,1.1,105.93910174400001,grade15
4,1.32,86.4175718,grade16
4,1.54,60.891032104000004,grade17
4,1.76,25.474847424,grade18
4,1.98,5.12895667,grade19
4,2.2,43.710247231000004,grade20
4,4.4,0,grade21
4,6.6,0,grade22
4,8.8,0,grade23
4,20.9,0,grade24
5,0.002,4.9072036180000005,grade1
5,0.022,5.3035651344,grade2
5,0.044,0,grade3
5,0.066,19.952529583100002,grade4
5,0.088,47.0090771989,grade5
5,0.11,15.550455102090002,grade6
5,0.132,38.072405116300004,grade7
5,0.154,32.310097312,grade8
5,0.176,32.698935225,grade9
5,0.198,22.798958235700002,grade10
5,0.22,1140.5965966691,grade11
5,0.44,476.05877620190006,grade12
5,0.66,319.02825154540005,grade13
5,0.88,332.8814273901,grade14
5,1.1,118.46889084200001,grade15
5,1.32,156.7310856308,grade16
5,1.54,112.51889024460002,grade17
5,1.76,116.3416944339,grade18
5,1.98,110.78369161900001,grade19
5,2.2,530.2197114090001,grade20
5,4.4,418.05882669100004,grade21
5,6.6,100.47387326200001,grade22
5,8.8,33.498450919700005,grade23
5,20.9,7.053207e-4,grade24
6,0.002,819.582866792,grade1
6,0.022,883.24341142,grade2
6,0.044,866.3867899080001,grade3
6,0.066,700.8867474450001,grade4
6,0.088,349.87650175100003,grade5
6,0.11,316.352563888,grade6
6,0.132,182.181837034,grade7
6,0.154,151.203990922,grade8
6,0.176,193.728250249,grade9
6,0.198,149.353931108,grade10
6,0.22,1019.1954537470001,grade11
6,0.44,927.1177929626,grade12
6,0.66,368.21809452900004,grade13
6,0.88,158.692605807,grade14
6,1.1,96.85861478700001,grade15
6,1.32,45.948844021,grade16
6,1.54,51.956493274,grade17
6,1.76,27.591129664,grade18
6,1.98,28.000129148000003,grade19
6,2.2,36.850843747,grade20
6,4.4,13.208458480000001,grade21
6,6.6,14.044112721000001,grade22
6,8.8,28.278554057,grade23
6,20.9,0,grade24
7,0.002,136.73440429500002,grade1
7,0.022,1687.8282316280001,grade2
7,0.044,1514.059126284,grade3
7,0.066,1076.437316579,grade4
7,0.088,902.745064755,grade5
7,0.11,782.4850938850001,grade6
7,0.132,698.0942578180001,grade7
7,0.154,580.2373211390001,grade8
7,0.176,282.382301196,grade9
7,0.198,303.612048241,grade10
7,0.22,1380.1158315070002,grade11
7,0.44,257.84778641,grade12
7,0.66,84.21834995600001,grade13
7,0.88,23.959834298,grade14
7,1.1,17.12340437,grade15
7,1.32,12.307898369,grade16
7,1.54,0.5463275900000001,grade17
7,1.76,0,grade18
7,1.98,0,grade19
7,2.2,0,grade20
7,4.4,0.027417072,grade21
7,6.6,0.149478464,grade22
7,8.8,0,grade23
7,20.9,0,grade24
8,0.002,86.806292001,grade1
8,0.022,168.348384183,grade2
8,0.044,159.116626344,grade3
8,0.066,71.32019674,grade4
8,0.088,27.228703919,grade5
8,0.11,30.273164428,grade6
8,0.132,23.538653558,grade7
8,0.154,17.428367095000002,grade8
8,0.176,14.38124458,grade9
8,0.198,11.891939876,grade10
8,0.22,65.286926316,grade11
8,0.44,6.8676475770000005,grade12
8,0.66,0,grade13
8,0.88,0,grade14
8,1.1,0,grade15
8,1.32,0,grade16
8,1.54,0,grade17
8,1.76,0,grade18
8,1.98,0,grade19
8,2.2,0,grade20
8,4.4,0,grade21
8,6.6,0,grade22
8,8.8,0,grade23
8,20.9,0,grade24
9,0.002,675.301298456,grade1
9,0.022,588.9467346580001,grade2
9,0.044,439.340082096,grade3
9,0.066,373.12932522190005,grade4
9,0.088,156.2735778615,grade5
9,0.11,213.0291278001,grade6
9,0.132,125.27632137660001,grade7
9,0.154,73.5530033479,grade8
9,0.176,98.89236982330002,grade9
9,0.198,49.913210623800005,grade10
9,0.22,438.91231378390006,grade11
9,0.44,158.4419256314,grade12
